DIM\Power, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 
76, 0.333397, 0.407372, 0.462496, 0.505723, 0.540789, 0.569944, 0.594639, 0.615867, 0.634335, 0.650559, 0.664933, 0.677759, 0.689276, 0.699674, 0.709109, 0.717708, 0.725576, 0.732803, 0.739463, 0.745619, 0.751326, 0.756631, 0.761575, 0.766192, 0.770514, 0.774568, 0.778377, 0.781964, 0.785346, 0.788541, 0.791564, 0.794428, 0.797145, 0.799726, 0.802181, 0.804519, 0.806748, 0.808875, 0.810907, 0.812851, 0.814712, 0.816495, 0.818204, 0.819845, 0.821421, 0.822937, 0.824395, 0.825798, 0.82715, 0.828454, 0.829711, 0.830925, 0.832097, 0.83323, 0.834326, 0.835386, 0.836412, 0.837405, 0.838368, 0.839302, 0.840207, 0.841086, 0.841939, 0.842768, 0.843572, 0.844355, 0.845116, 0.845856, 0.846576, 0.847277, 0.847959, 0.848624, 0.849272, 0.849904, 0.85052, 0.851121, 0.851707, 0.85228, 0.852838, 0.853384, 0.853917, 0.854437, 0.854946, 0.855444, 0.85593, 0.856406, 0.856871, 0.857327, 0.857773, 0.858209, 0.858637, 0.859055, 0.859465, 0.859867, 0.860261, 0.860647, 0.861026, 0.861397, 0.861761, 0.862118, 0.862468, 0.862812, 0.86315, 0.863481, 0.863806, 0.864126, 0.864439, 0.864748, 0.86505, 0.865348, 0.86564, 0.865928, 0.86621, 0.866488, 0.866761, 0.86703, 0.867294, 0.867554, 0.86781, 0.868062, 0.868309, 0.868553, 0.868793, 0.86903, 0.869262, 0.869491, 0.869717, 0.869939, 0.870158, 0.870374, 0.870586, 0.870796, 0.871002, 0.871206, 0.871406, 0.871604, 0.871799, 0.871991, 0.87218, 0.872367, 0.872552, 0.872733, 0.872913, 0.87309, 0.873264, 0.873437, 0.873607, 0.873774, 0.87394, 0.874104, 0.874265, 0.874424, 0.874582, 0.874737, 0.87489, 0.875042, 0.875191, 0.875339, 0.875485, 0.875629, 0.875772, 0.875913, 0.876052, 0.876189, 0.876325, 0.876459, 0.876592, 0.876723, 0.876853, 0.876981, 0.877108, 0.877233, 0.877357, 0.877479, 0.8776, 0.87772, 0.877839, 0.877956, 0.878072, 0.878186, 0.8783, 0.878412, 0.878523, 0.878633, 0.878741, 0.878849, 0.878955, 0.879061, 0.879165, 0.879268, 0.87937, 0.879471, 0.879571, 0.87967, 0.879768, 0.879866, 0.879962, 0.880057, 0.880151, 0.880244, 
77, 0.333368, 0.40733, 0.462449, 0.505676, 0.540749, 0.569912, 0.59462, 0.615862, 0.634344, 0.650585, 0.664975, 0.677817, 0.689349, 0.699763, 0.709214, 0.717828, 0.725711, 0.732951, 0.739624, 0.745794, 0.751513, 0.75683, 0.761785, 0.766413, 0.770746, 0.77481, 0.778629, 0.782225, 0.785616, 0.78882, 0.791851, 0.794722, 0.797447, 0.800035, 0.802497, 0.804841, 0.807077, 0.80921, 0.811249, 0.813198, 0.815064, 0.816853, 0.818567, 0.820213, 0.821794, 0.823314, 0.824777, 0.826185, 0.827541, 0.828848, 0.83011, 0.831327, 0.832504, 0.83364, 0.834739, 0.835803, 0.836832, 0.837829, 0.838795, 0.839732, 0.84064, 0.841522, 0.842377, 0.843209, 0.844016, 0.844801, 0.845564, 0.846307, 0.847029, 0.847733, 0.848418, 0.849085, 0.849735, 0.850369, 0.850987, 0.85159, 0.852178, 0.852752, 0.853313, 0.85386, 0.854395, 0.854917, 0.855428, 0.855927, 0.856415, 0.856893, 0.85736, 0.857817, 0.858264, 0.858702, 0.859131, 0.859551, 0.859963, 0.860366, 0.860761, 0.861148, 0.861528, 0.861901, 0.862266, 0.862624, 0.862976, 0.863321, 0.863659, 0.863992, 0.864318, 0.864639, 0.864954, 0.865263, 0.865567, 0.865865, 0.866159, 0.866447, 0.866731, 0.86701, 0.867284, 0.867553, 0.867819, 0.868079, 0.868336, 0.868589, 0.868837, 0.869082, 0.869323, 0.86956, 0.869793, 0.870023, 0.87025, 0.870473, 0.870693, 0.870909, 0.871122, 0.871332, 0.87154, 0.871744, 0.871945, 0.872143, 0.872339, 0.872532, 0.872722, 0.872909, 0.873094, 0.873277, 0.873457, 0.873635, 0.87381, 0.873983, 0.874153, 0.874322, 0.874488, 0.874652, 0.874814, 0.874974, 0.875132, 0.875288, 0.875441, 0.875594, 0.875744, 0.875892, 0.876038, 0.876183, 0.876326, 0.876467, 0.876607, 0.876745, 0.876881, 0.877016, 0.877149, 0.877281, 0.877411, 0.87754, 0.877667, 0.877792, 0.877917, 0.87804, 0.878161, 0.878281, 0.8784, 0.878518, 0.878634, 0.878749, 0.878863, 0.878976, 0.879087, 0.879197, 0.879306, 0.879414, 0.879521, 0.879627, 0.879731, 0.879835, 0.879937, 0.880039, 0.880139, 0.880239, 0.880337, 0.880434, 0.880531, 0.880626, 0.880721, 0.880815, 
78, 0.333333, 0.407312, 0.46245, 0.505695, 0.540783, 0.569962, 0.594684, 0.61594, 0.634436, 0.650689, 0.665092, 0.677947, 0.689492, 0.699919, 0.709381, 0.718006, 0.725901, 0.733153, 0.739836, 0.746016, 0.751746, 0.757072, 0.762037, 0.766674, 0.771015, 0.775088, 0.778915, 0.782519, 0.785918, 0.789129, 0.792167, 0.795045, 0.797776, 0.800371, 0.802839, 0.80519, 0.807431, 0.80957, 0.811614, 0.813568, 0.81544, 0.817233, 0.818952, 0.820603, 0.822188, 0.823712, 0.825179, 0.826591, 0.827951, 0.829262, 0.830527, 0.831749, 0.832928, 0.834068, 0.83517, 0.836237, 0.83727, 0.83827, 0.839239, 0.840178, 0.841089, 0.841973, 0.842832, 0.843666, 0.844476, 0.845263, 0.846029, 0.846773, 0.847498, 0.848204, 0.848891, 0.84956, 0.850213, 0.850849, 0.851469, 0.852073, 0.852664, 0.85324, 0.853802, 0.854351, 0.854888, 0.855412, 0.855924, 0.856425, 0.856915, 0.857394, 0.857862, 0.858321, 0.85877, 0.859209, 0.859639, 0.860061, 0.860474, 0.860878, 0.861275, 0.861663, 0.862045, 0.862418, 0.862785, 0.863144, 0.863497, 0.863843, 0.864183, 0.864517, 0.864844, 0.865166, 0.865482, 0.865792, 0.866097, 0.866397, 0.866691, 0.86698, 0.867265, 0.867545, 0.86782, 0.86809, 0.868356, 0.868618, 0.868876, 0.869129, 0.869379, 0.869624, 0.869866, 0.870104, 0.870338, 0.870569, 0.870796, 0.87102, 0.87124, 0.871458, 0.871672, 0.871883, 0.87209, 0.872295, 0.872497, 0.872696, 0.872893, 0.873086, 0.873277, 0.873465, 0.873651, 0.873834, 0.874015, 0.874193, 0.874369, 0.874542, 0.874713, 0.874882, 0.875049, 0.875214, 0.875376, 0.875537, 0.875695, 0.875852, 0.876006, 0.876159, 0.876309, 0.876458, 0.876605, 0.876751, 0.876894, 0.877036, 0.877176, 0.877314, 0.877451, 0.877586, 0.87772, 0.877852, 0.877983, 0.878112, 0.878239, 0.878366, 0.87849, 0.878614, 0.878736, 0.878856, 0.878976, 0.879094, 0.87921, 0.879326, 0.87944, 0.879553, 0.879665, 0.879776, 0.879885, 0.879993, 0.8801, 0.880207, 0.880312, 0.880415, 0.880518, 0.88062, 0.880721, 0.880821, 0.880919, 0.881017, 0.881114, 0.88121, 0.881305, 0.881399, 
79, 0.333307, 0.407292, 0.462439, 0.505692, 0.540789, 0.569976, 0.594705, 0.615968, 0.634472, 0.650733, 0.665145, 0.678008, 0.689562, 0.699998, 0.70947, 0.718104, 0.726008, 0.733269, 0.739962, 0.746151, 0.75189, 0.757225, 0.762198, 0.766843, 0.771192, 0.775272, 0.779107, 0.782718, 0.786124, 0.789342, 0.792387, 0.795271, 0.798009, 0.800609, 0.803083, 0.805439, 0.807686, 0.80983, 0.811879, 0.813838, 0.815714, 0.817512, 0.819236, 0.820891, 0.82248, 0.824008, 0.825479, 0.826894, 0.828258, 0.829573, 0.830842, 0.832066, 0.833249, 0.834392, 0.835498, 0.836567, 0.837603, 0.838606, 0.839578, 0.84052, 0.841434, 0.84232, 0.843181, 0.844017, 0.84483, 0.84562, 0.846388, 0.847135, 0.847862, 0.848569, 0.849259, 0.84993, 0.850584, 0.851222, 0.851844, 0.852451, 0.853043, 0.85362, 0.854184, 0.854735, 0.855273, 0.855799, 0.856313, 0.856815, 0.857307, 0.857787, 0.858257, 0.858717, 0.859168, 0.859608, 0.86004, 0.860463, 0.860877, 0.861283, 0.861681, 0.862071, 0.862453, 0.862828, 0.863195, 0.863556, 0.86391, 0.864257, 0.864598, 0.864933, 0.865262, 0.865584, 0.865901, 0.866213, 0.866518, 0.866819, 0.867114, 0.867405, 0.86769, 0.867971, 0.868247, 0.868518, 0.868785, 0.869048, 0.869306, 0.869561, 0.869811, 0.870057, 0.8703, 0.870538, 0.870774, 0.871005, 0.871233, 0.871458, 0.871679, 0.871897, 0.872111, 0.872323, 0.872532, 0.872737, 0.87294, 0.873139, 0.873336, 0.87353, 0.873722, 0.873911, 0.874097, 0.874281, 0.874462, 0.874641, 0.874817, 0.874991, 0.875163, 0.875333, 0.8755, 0.875665, 0.875828, 0.875989, 0.876148, 0.876305, 0.87646, 0.876613, 0.876765, 0.876914, 0.877061, 0.877207, 0.877351, 0.877493, 0.877634, 0.877773, 0.87791, 0.878046, 0.87818, 0.878312, 0.878443, 0.878573, 0.878701, 0.878828, 0.878953, 0.879077, 0.879199, 0.87932, 0.87944, 0.879558, 0.879675, 0.879791, 0.879906, 0.880019, 0.880131, 0.880242, 0.880352, 0.880461, 0.880568, 0.880675, 0.88078, 0.880884, 0.880988, 0.88109, 0.881191, 0.881291, 0.88139, 0.881488, 0.881585, 0.881681, 0.881777, 0.881871, 
80, 0.333346, 0.407343, 0.462493, 0.505747, 0.540843, 0.57003, 0.594761, 0.616029, 0.634539, 0.650809, 0.665229, 0.678103, 0.689668, 0.700115, 0.709598, 0.718244, 0.72616, 0.733432, 0.740136, 0.746335, 0.752084, 0.75743, 0.762412, 0.767067, 0.771425, 0.775514, 0.779358, 0.782977, 0.78639, 0.789616, 0.792667, 0.795559, 0.798303, 0.80091, 0.80339, 0.805752, 0.808004, 0.810154, 0.812208, 0.814173, 0.816054, 0.817856, 0.819585, 0.821244, 0.822838, 0.82437, 0.825845, 0.827264, 0.828632, 0.829951, 0.831223, 0.832451, 0.833637, 0.834783, 0.835892, 0.836965, 0.838003, 0.839009, 0.839983, 0.840928, 0.841845, 0.842734, 0.843598, 0.844436, 0.845251, 0.846043, 0.846814, 0.847563, 0.848292, 0.849002, 0.849693, 0.850366, 0.851023, 0.851662, 0.852286, 0.852895, 0.853489, 0.854068, 0.854634, 0.855186, 0.855726, 0.856253, 0.856769, 0.857273, 0.857766, 0.858248, 0.858719, 0.859181, 0.859632, 0.860074, 0.860507, 0.860932, 0.861347, 0.861754, 0.862153, 0.862544, 0.862928, 0.863304, 0.863673, 0.864035, 0.86439, 0.864738, 0.86508, 0.865416, 0.865745, 0.866069, 0.866387, 0.866699, 0.867006, 0.867308, 0.867604, 0.867895, 0.868182, 0.868463, 0.86874, 0.869012, 0.86928, 0.869544, 0.869803, 0.870058, 0.870309, 0.870556, 0.870799, 0.871039, 0.871275, 0.871507, 0.871736, 0.871961, 0.872183, 0.872401, 0.872617, 0.872829, 0.873038, 0.873245, 0.873448, 0.873648, 0.873846, 0.874041, 0.874233, 0.874422, 0.874609, 0.874793, 0.874975, 0.875154, 0.875331, 0.875506, 0.875678, 0.875849, 0.876016, 0.876182, 0.876346, 0.876507, 0.876667, 0.876824, 0.87698, 0.877133, 0.877285, 0.877435, 0.877583, 0.877729, 0.877874, 0.878016, 0.878157, 0.878297, 0.878434, 0.878571, 0.878705, 0.878838, 0.878969, 0.879099, 0.879228, 0.879355, 0.87948, 0.879605, 0.879727, 0.879849, 0.879969, 0.880088, 0.880205, 0.880322, 0.880437, 0.88055, 0.880663, 0.880774, 0.880884, 0.880993, 0.881101, 0.881208, 0.881314, 0.881418, 0.881522, 0.881624, 0.881726, 0.881826, 0.881926, 0.882024, 0.882122, 0.882218, 0.882314, 0.882408, 
81, 0.333373, 0.407383, 0.462544, 0.505809, 0.540917, 0.570116, 0.594861, 0.616142, 0.634664, 0.650947, 0.66538, 0.678267, 0.689845, 0.700304, 0.7098, 0.718458, 0.726385, 0.733669, 0.740384, 0.746594, 0.752354, 0.75771, 0.762702, 0.767366, 0.771734, 0.775832, 0.779683, 0.783311, 0.786733, 0.789966, 0.793025, 0.795924, 0.798675, 0.801288, 0.803775, 0.806143, 0.808401, 0.810557, 0.812617, 0.814587, 0.816473, 0.818281, 0.820014, 0.821678, 0.823277, 0.824814, 0.826292, 0.827716, 0.829088, 0.830411, 0.831687, 0.832918, 0.834108, 0.835258, 0.83637, 0.837446, 0.838488, 0.839497, 0.840474, 0.841422, 0.842342, 0.843234, 0.8441, 0.844941, 0.845759, 0.846553, 0.847326, 0.848078, 0.848809, 0.849521, 0.850215, 0.850891, 0.851549, 0.852191, 0.852817, 0.853427, 0.854023, 0.854604, 0.855172, 0.855726, 0.856268, 0.856797, 0.857314, 0.85782, 0.858314, 0.858798, 0.859271, 0.859734, 0.860187, 0.860631, 0.861065, 0.861491, 0.861908, 0.862316, 0.862716, 0.863109, 0.863494, 0.863871, 0.864241, 0.864604, 0.86496, 0.86531, 0.865653, 0.86599, 0.866321, 0.866645, 0.866964, 0.867278, 0.867586, 0.867888, 0.868186, 0.868478, 0.868765, 0.869048, 0.869326, 0.869599, 0.869868, 0.870132, 0.870392, 0.870648, 0.8709, 0.871148, 0.871392, 0.871632, 0.871869, 0.872102, 0.872332, 0.872558, 0.87278, 0.873, 0.873216, 0.873429, 0.873639, 0.873846, 0.87405, 0.874251, 0.874449, 0.874644, 0.874837, 0.875027, 0.875215, 0.8754, 0.875582, 0.875762, 0.87594, 0.876115, 0.876288, 0.876459, 0.876627, 0.876794, 0.876958, 0.87712, 0.87728, 0.877438, 0.877594, 0.877748, 0.8779, 0.878051, 0.878199, 0.878346, 0.878491, 0.878634, 0.878776, 0.878915, 0.879054, 0.87919, 0.879325, 0.879459, 0.87959, 0.879721, 0.87985, 0.879977, 0.880103, 0.880228, 0.880351, 0.880473, 0.880594, 0.880713, 0.880831, 0.880947, 0.881063, 0.881177, 0.88129, 0.881402, 0.881512, 0.881622, 0.88173, 0.881837, 0.881943, 0.882048, 0.882152, 0.882255, 0.882357, 0.882457, 0.882557, 0.882656, 0.882754, 0.882851, 0.882946, 0.883041, 
82, 0.333362, 0.407394, 0.462572, 0.505853, 0.540976, 0.57019, 0.594948, 0.616243, 0.63478, 0.651076, 0.665522, 0.678422, 0.690011, 0.700482, 0.709989, 0.718658, 0.726596, 0.73389, 0.740615, 0.746834, 0.752603, 0.757967, 0.762968, 0.767641, 0.772016, 0.776121, 0.779981, 0.783615, 0.787044, 0.790283, 0.793349, 0.796254, 0.799011, 0.80163, 0.804122, 0.806496, 0.80876, 0.81092, 0.812985, 0.81496, 0.816851, 0.818663, 0.820401, 0.822069, 0.823672, 0.825213, 0.826695, 0.828123, 0.829498, 0.830824, 0.832104, 0.833339, 0.834532, 0.835685, 0.8368, 0.837879, 0.838924, 0.839935, 0.840916, 0.841866, 0.842788, 0.843683, 0.844552, 0.845396, 0.846215, 0.847012, 0.847787, 0.848541, 0.849275, 0.849989, 0.850685, 0.851362, 0.852023, 0.852666, 0.853294, 0.853906, 0.854504, 0.855087, 0.855656, 0.856212, 0.856756, 0.857286, 0.857805, 0.858312, 0.858808, 0.859293, 0.859768, 0.860232, 0.860687, 0.861132, 0.861568, 0.861994, 0.862413, 0.862822, 0.863224, 0.863618, 0.864003, 0.864382, 0.864753, 0.865117, 0.865475, 0.865825, 0.86617, 0.866507, 0.866839, 0.867165, 0.867485, 0.867799, 0.868108, 0.868412, 0.86871, 0.869003, 0.869291, 0.869575, 0.869854, 0.870128, 0.870397, 0.870663, 0.870923, 0.87118, 0.871433, 0.871682, 0.871927, 0.872168, 0.872405, 0.872639, 0.872869, 0.873096, 0.873319, 0.873539, 0.873756, 0.87397, 0.87418, 0.874388, 0.874593, 0.874794, 0.874993, 0.875189, 0.875383, 0.875573, 0.875761, 0.875947, 0.87613, 0.876311, 0.876489, 0.876665, 0.876838, 0.877009, 0.877178, 0.877345, 0.87751, 0.877673, 0.877833, 0.877992, 0.878148, 0.878303, 0.878456, 0.878606, 0.878755, 0.878903, 0.879048, 0.879192, 0.879334, 0.879474, 0.879613, 0.87975, 0.879885, 0.880019, 0.880151, 0.880282, 0.880411, 0.880539, 0.880666, 0.880791, 0.880914, 0.881037, 0.881157, 0.881277, 0.881395, 0.881512, 0.881628, 0.881743, 0.881856, 0.881968, 0.882079, 0.882189, 0.882297, 0.882405, 0.882511, 0.882617, 0.882721, 0.882824, 0.882926, 0.883027, 0.883127, 0.883226, 0.883325, 0.883422, 0.883518, 0.883613, 
83, 0.333387, 0.40743, 0.462619, 0.505909, 0.541041, 0.570263, 0.595029, 0.616332, 0.634876, 0.65118, 0.665634, 0.678542, 0.69014, 0.700619, 0.710134, 0.718812, 0.726758, 0.73406, 0.740793, 0.747021, 0.752798, 0.75817, 0.763178, 0.767858, 0.772241, 0.776353, 0.78022, 0.783861, 0.787296, 0.790542, 0.793614, 0.796525, 0.799288, 0.801913, 0.80441, 0.806789, 0.809058, 0.811224, 0.813293, 0.815273, 0.817169, 0.818985, 0.820727, 0.8224, 0.824007, 0.825551, 0.827038, 0.828469, 0.829848, 0.831178, 0.832461, 0.833699, 0.834895, 0.836052, 0.83717, 0.838252, 0.839299, 0.840314, 0.841297, 0.84225, 0.843175, 0.844072, 0.844944, 0.84579, 0.846612, 0.847411, 0.848188, 0.848944, 0.84968, 0.850397, 0.851094, 0.851774, 0.852436, 0.853082, 0.853711, 0.854326, 0.854925, 0.85551, 0.856081, 0.856639, 0.857183, 0.857716, 0.858236, 0.858745, 0.859242, 0.859729, 0.860205, 0.86067, 0.861126, 0.861573, 0.86201, 0.862438, 0.862858, 0.863269, 0.863671, 0.864066, 0.864453, 0.864833, 0.865206, 0.865571, 0.865929, 0.866281, 0.866626, 0.866965, 0.867298, 0.867625, 0.867946, 0.868261, 0.868571, 0.868876, 0.869175, 0.869469, 0.869758, 0.870042, 0.870322, 0.870597, 0.870867, 0.871133, 0.871395, 0.871653, 0.871906, 0.872156, 0.872401, 0.872643, 0.872881, 0.873116, 0.873347, 0.873574, 0.873798, 0.874019, 0.874237, 0.874451, 0.874662, 0.874871, 0.875076, 0.875278, 0.875478, 0.875674, 0.875868, 0.87606, 0.876249, 0.876435, 0.876618, 0.876799, 0.876978, 0.877155, 0.877329, 0.8775, 0.87767, 0.877837, 0.878003, 0.878166, 0.878327, 0.878486, 0.878643, 0.878798, 0.878951, 0.879103, 0.879252, 0.8794, 0.879546, 0.87969, 0.879832, 0.879973, 0.880112, 0.880249, 0.880385, 0.88052, 0.880652, 0.880784, 0.880913, 0.881042, 0.881168, 0.881294, 0.881418, 0.881541, 0.881662, 0.881782, 0.881901, 0.882018, 0.882134, 0.882249, 0.882363, 0.882475, 0.882586, 0.882697, 0.882806, 0.882913, 0.88302, 0.883126, 0.88323, 0.883334, 0.883436, 0.883538, 0.883638, 0.883738, 0.883836, 0.883934, 0.88403, 0.884126, 
84, 0.333368, 0.407432, 0.462634, 0.505933, 0.541071, 0.570299, 0.59507, 0.616378, 0.634927, 0.651237, 0.665698, 0.678612, 0.690217, 0.700704, 0.710227, 0.718913, 0.726867, 0.734177, 0.740918, 0.747154, 0.752939, 0.758319, 0.763335, 0.768022, 0.772412, 0.776532, 0.780405, 0.784053, 0.787494, 0.790747, 0.793824, 0.796742, 0.79951, 0.802141, 0.804644, 0.807028, 0.809302, 0.811472, 0.813546, 0.815531, 0.817431, 0.819251, 0.820998, 0.822674, 0.824285, 0.825833, 0.827324, 0.828758, 0.830141, 0.831474, 0.83276, 0.834002, 0.835201, 0.83636, 0.837481, 0.838566, 0.839617, 0.840634, 0.84162, 0.842575, 0.843503, 0.844402, 0.845276, 0.846124, 0.846949, 0.84775, 0.84853, 0.849288, 0.850026, 0.850744, 0.851444, 0.852125, 0.852789, 0.853437, 0.854068, 0.854684, 0.855285, 0.855872, 0.856444, 0.857004, 0.85755, 0.858084, 0.858606, 0.859116, 0.859615, 0.860103, 0.86058, 0.861047, 0.861505, 0.861952, 0.862391, 0.86282, 0.863241, 0.863653, 0.864057, 0.864453, 0.864841, 0.865222, 0.865596, 0.865962, 0.866322, 0.866674, 0.867021, 0.867361, 0.867694, 0.868022, 0.868344, 0.86866, 0.868971, 0.869277, 0.869577, 0.869872, 0.870162, 0.870447, 0.870727, 0.871003, 0.871274, 0.871541, 0.871804, 0.872062, 0.872316, 0.872567, 0.872813, 0.873056, 0.873295, 0.87353, 0.873761, 0.87399, 0.874214, 0.874436, 0.874654, 0.874869, 0.875081, 0.87529, 0.875496, 0.875699, 0.875899, 0.876096, 0.876291, 0.876483, 0.876672, 0.876859, 0.877043, 0.877224, 0.877404, 0.877581, 0.877755, 0.877928, 0.878098, 0.878266, 0.878431, 0.878595, 0.878757, 0.878916, 0.879074, 0.879229, 0.879383, 0.879535, 0.879685, 0.879833, 0.879979, 0.880124, 0.880266, 0.880408, 0.880547, 0.880685, 0.880821, 0.880956, 0.881089, 0.881221, 0.881351, 0.88148, 0.881607, 0.881733, 0.881857, 0.88198, 0.882102, 0.882222, 0.882341, 0.882459, 0.882576, 0.882691, 0.882805, 0.882918, 0.883029, 0.88314, 0.883249, 0.883357, 0.883464, 0.88357, 0.883675, 0.883779, 0.883882, 0.883984, 0.884084, 0.884184, 0.884283, 0.884381, 0.884477, 0.884573, 
85, 0.333375, 0.40745, 0.462659, 0.505962, 0.541104, 0.570336, 0.595112, 0.616425, 0.63498, 0.651296, 0.665764, 0.678686, 0.690299, 0.700794, 0.710325, 0.719019, 0.726982, 0.734301, 0.74105, 0.747294, 0.753087, 0.758474, 0.763498, 0.768193, 0.77259, 0.776717, 0.780597, 0.784251, 0.787699, 0.790958, 0.794042, 0.796965, 0.799739, 0.802375, 0.804883, 0.807272, 0.809551, 0.811726, 0.813805, 0.815794, 0.817698, 0.819523, 0.821273, 0.822954, 0.824568, 0.826121, 0.827614, 0.829053, 0.830438, 0.831775, 0.833064, 0.834309, 0.835511, 0.836673, 0.837797, 0.838885, 0.839938, 0.840957, 0.841946, 0.842904, 0.843834, 0.844736, 0.845612, 0.846462, 0.847289, 0.848092, 0.848874, 0.849634, 0.850374, 0.851094, 0.851795, 0.852479, 0.853145, 0.853794, 0.854427, 0.855045, 0.855647, 0.856235, 0.85681, 0.857371, 0.857918, 0.858454, 0.858977, 0.859489, 0.859989, 0.860478, 0.860957, 0.861425, 0.861884, 0.862333, 0.862772, 0.863203, 0.863625, 0.864038, 0.864443, 0.864841, 0.86523, 0.865612, 0.865986, 0.866354, 0.866714, 0.867068, 0.867415, 0.867756, 0.868091, 0.86842, 0.868743, 0.86906, 0.869372, 0.869678, 0.869979, 0.870275, 0.870566, 0.870851, 0.871133, 0.871409, 0.871681, 0.871949, 0.872212, 0.872471, 0.872726, 0.872977, 0.873225, 0.873468, 0.873707, 0.873943, 0.874176, 0.874405, 0.87463, 0.874852, 0.875071, 0.875287, 0.875499, 0.875709, 0.875915, 0.876119, 0.876319, 0.876517, 0.876712, 0.876905, 0.877095, 0.877282, 0.877467, 0.877649, 0.877829, 0.878006, 0.878181, 0.878354, 0.878525, 0.878693, 0.878859, 0.879024, 0.879186, 0.879346, 0.879504, 0.87966, 0.879814, 0.879966, 0.880116, 0.880265, 0.880412, 0.880557, 0.8807, 0.880842, 0.880982, 0.88112, 0.881257, 0.881392, 0.881525, 0.881657, 0.881788, 0.881917, 0.882045, 0.882171, 0.882296, 0.882419, 0.882541, 0.882662, 0.882781, 0.882899, 0.883016, 0.883132, 0.883246, 0.883359, 0.883471, 0.883582, 0.883692, 0.8838, 0.883908, 0.884014, 0.884119, 0.884223, 0.884326, 0.884428, 0.884529, 0.884629, 0.884729, 0.884827, 0.884924, 0.88502, 
86, 0.333376, 0.407465, 0.462683, 0.505992, 0.54114, 0.570377, 0.595158, 0.616477, 0.635038, 0.651361, 0.665836, 0.678764, 0.690385, 0.700888, 0.710427, 0.719129, 0.727099, 0.734426, 0.741183, 0.747435, 0.753235, 0.75863, 0.763661, 0.768363, 0.772767, 0.7769, 0.780786, 0.784447, 0.787901, 0.791165, 0.794255, 0.797183, 0.799962, 0.802603, 0.805117, 0.807511, 0.809794, 0.811974, 0.814057, 0.81605, 0.817958, 0.819787, 0.821541, 0.823225, 0.824843, 0.826399, 0.827896, 0.829338, 0.830727, 0.832066, 0.833359, 0.834606, 0.835811, 0.836976, 0.838103, 0.839193, 0.840249, 0.841271, 0.842262, 0.843222, 0.844154, 0.845059, 0.845937, 0.846789, 0.847618, 0.848424, 0.849207, 0.849969, 0.850711, 0.851433, 0.852136, 0.852821, 0.853489, 0.85414, 0.854775, 0.855394, 0.855998, 0.856588, 0.857163, 0.857726, 0.858275, 0.858812, 0.859336, 0.859849, 0.860351, 0.860841, 0.861321, 0.861791, 0.862251, 0.862701, 0.863142, 0.863574, 0.863997, 0.864411, 0.864817, 0.865216, 0.865606, 0.865989, 0.866364, 0.866733, 0.867094, 0.867449, 0.867797, 0.868139, 0.868475, 0.868805, 0.869128, 0.869446, 0.869759, 0.870066, 0.870368, 0.870664, 0.870956, 0.871243, 0.871525, 0.871802, 0.872075, 0.872343, 0.872607, 0.872867, 0.873123, 0.873375, 0.873622, 0.873866, 0.874107, 0.874343, 0.874576, 0.874806, 0.875032, 0.875254, 0.875474, 0.87569, 0.875903, 0.876113, 0.87632, 0.876524, 0.876726, 0.876924, 0.87712, 0.877313, 0.877503, 0.877691, 0.877876, 0.878059, 0.878239, 0.878417, 0.878593, 0.878766, 0.878937, 0.879106, 0.879273, 0.879438, 0.8796, 0.87976, 0.879919, 0.880075, 0.88023, 0.880383, 0.880533, 0.880682, 0.88083, 0.880975, 0.881119, 0.881261, 0.881401, 0.88154, 0.881677, 0.881812, 0.881946, 0.882079, 0.88221, 0.882339, 0.882467, 0.882594, 0.882719, 0.882843, 0.882965, 0.883086, 0.883206, 0.883324, 0.883441, 0.883557, 0.883672, 0.883786, 0.883898, 0.884009, 0.884119, 0.884228, 0.884336, 0.884442, 0.884548, 0.884652, 0.884755, 0.884858, 0.884959, 0.885059, 0.885159, 0.885257, 0.885355, 0.885451, 
